id_cliente,data_transação,categoria_produto,idade,genero,preco,quantidade
52ec76e2-872e-4ec0-bddb-4ee46c5b754e,02/04/2024,Alimentos,42,Masculino,35.49,6
f5218abd-8da3-4c1d-935d-3538bc6e6b9d,22/01/2024,Roupas,66,Masculino,173.23,2
5bd51205-17e1-4a78-8647-170cbf1b78ca,18/03/2024,Roupas,44,Masculino,260.29,1
506ce20e-3d23-4cfd-99e4-0124c4057b09,01/04/2024,Alimentos,59,Masculino,32.41,4
726937a9-216a-40ed-a609-519ee6fe87f0,21/01/2024,Eletrônicos,45,Feminino,3082.76,2
12d25d81-e0df-49de-9c3e-3893bf1ffe08,08/04/2024,Eletrônicos,33,Masculino,2483.38,2
f5f887e4-bf39-4ce5-8c40-5bd3eaefed55,20/04/2024,Livros,32,Feminino,95.24,2
614caf1e-5c60-42e9-adab-b51f38287448,19/01/2024,Eletrônicos,64,Feminino,4794.72,2
6c64b488-3e26-49c6-a4bd-08afa88ec417,02/04/2024,Alimentos,68,Feminino,11.23,9
804109e1-3074-4fce-8336-a4d35eed5e58,16/04/2024,Alimentos,61,Feminino,25.08,8
e179cc15-3f9a-4ded-b83f-603f74807ca1,17/03/2024,Casa & Cozinha,69,Feminino,1052.58,1
0796bbd0-e432-45a1-afd1-aaf55c74e382,16/01/2024,Alimentos,20,Masculino,24.49,5
0a90413f-a25b-4d12-ac1a-c92a9a216991,15/03/2024,Eletrônicos,54,Masculino,1774.47,2
03245903-8c1d-40af-81c1-29da3d746700,07/05/2024,Livros,68,Masculino,61.03,2
78bc9f73-6ea9-4092-92a7-23be04acb757,09/01/2024,Casa & Cozinha,24,Masculino,503.75,1
e2b3b40a-21a4-42a1-8481-c41e1a01f3a4,18/02/2024,Eletrônicos,38,Feminino,2047.56,2
d5bb2026-c738-43c1-93ff-d29dca32a49c,10/02/2024,Livros,26,Feminino,174.98,1
efb4ad84-dfa9-4747-af1c-a7e4fe65e985,05/05/2024,Eletrônicos,56,Masculino,2773.51,2
1b05c4ae-7c86-44f0-8d6f-7dedfaa267d4,11/04/2024,Casa & Cozinha,35,Masculino,512.31,1
a91bab96-5327-4c5c-9e1a-fcdc30007fdc,23/04/2024,Alimentos,21,Masculino,22.3,8
2668277d-b761-4940-ac8b-168a7cc100c4,15/04/2024,Casa & Cozinha,42,Feminino,337.58,1
b5803a91-f879-4b92-b773-c8800d019f08,17/01/2024,Alimentos,31,Feminino,45.68,5
8aa2dfc0-c4ff-4abc-9ca9-036b9da9dcc9,21/01/2024,Casa & Cozinha,67,Feminino,730.66,1
6a571eaf-cf1e-4604-9bea-104bc2560919,01/01/2024,Roupas,26,Masculino,294.31,3
49c8ed00-4aa1-4104-a0db-0213f4bd06bc,11/05/2024,Eletrônicos,43,Feminino,2063.92,1
52ac822d-a5fc-4fe4-8739-e254c7f98b59,23/02/2024,Eletrônicos,70,Masculino,4263.6,1
c8dff0b9-82e9-4c31-9c3b-88722d8f11cc,29/03/2024,Roupas,19,Masculino,84.35,4
fd23dfd0-279d-4369-a0be-be9c7c7241d8,19/04/2024,Alimentos,37,Masculino,8.43,8
5dbb254a-c742-4b1f-82ea-1f713e68bdb1,03/01/2024,Eletrônicos,45,Feminino,642.8,2
ea4a1328-11a8-465b-9a41-73b7d14d915d,10/05/2024,Roupas,64,Feminino,185.79,4
25b18270-5d3d-4261-9906-65d69cafaefe,05/01/2024,Eletrônicos,24,Feminino,1902.08,1
7548b828-2ca1-46c2-a813-4ba0e5ae91c3,13/01/2024,Livros,61,Masculino,91.49,1
e18ac6c9-0752-4da8-a634-877e3b8c133e,05/04/2024,Alimentos,25,Masculino,41.84,3
028bcde0-197d-4acd-b2be-0f0fd7bcbce7,24/03/2024,Livros,64,Feminino,53.38,2
2a390505-fee5-41d0-88f2-61b65b2579b5,15/01/2024,Alimentos,52,Masculino,18.89,8
6c0a5405-0249-48f6-b233-4d7b209a10fe,01/04/2024,Roupas,31,Feminino,255.15,3
99f1f7bb-6eb9-4796-8944-5bc099d119d4,11/05/2024,Alimentos,34,Feminino,27.17,5
09fcfd7c-19dc-4a1e-8b34-933d9c470bc4,09/05/2024,Alimentos,53,Masculino,42.24,6
abc821a3-ea2c-4ed6-a4a5-7f27e808c49e,11/01/2024,Roupas,67,Feminino,118.6,1
438cde46-34b4-41db-83ff-223fe0227955,30/04/2024,Alimentos,57,Masculino,22.93,8
0e9f9436-5eb5-4196-a5b1-496df0cd1e0b,05/05/2024,Eletrônicos,21,Masculino,1252.12,2
b9a83030-0259-4a67-94f0-ebe8ee63631e,02/01/2024,Casa & Cozinha,19,Masculino,1391.25,1
55cffac4-b97d-4d97-89eb-de05b59d6959,12/05/2024,Roupas,23,Feminino,270.07,1
db3a074d-b30e-4a3a-bc61-9c3459cb3310,18/01/2024,Casa & Cozinha,59,Feminino,1479.48,1
e1f0b8ad-3f71-4200-bfbc-9221f69f099d,03/05/2024,Roupas,21,Masculino,126.71,1
73c22fbc-b687-4ff7-889b-ae5b727fd606,07/03/2024,Roupas,46,Feminino,247.4,1
ba5e36b4-6535-49c0-ba85-7cc59ac75a54,03/01/2024,Livros,35,Masculino,85.92,1
42156bf3-e0a5-40f3-8f48-37f9f5746beb,21/04/2024,Livros,43,Masculino,93.59,1
04eb43d8-bba8-43a7-be23-9e240c29da20,01/01/2024,Alimentos,61,Masculino,42.35,6
aa581459-ac54-4b5c-8ba6-92cf61560fe6,03/04/2024,Casa & Cozinha,51,Masculino,430.58,1
6133172c-0b5c-490a-a32b-97ec838e6793,13/03/2024,Roupas,27,Feminino,73.89,1
1436297d-1b99-4f10-9cc9-a40a44047a17,02/01/2024,Alimentos,53,Masculino,19.16,6
4536b931-4e2f-47c3-8956-23d973d4e30f,21/02/2024,Eletrônicos,31,Masculino,4046.81,2
f3c29a33-f3e8-4784-80f5-fce6c83a9c8a,23/01/2024,Roupas,48,Masculino,118.07,2
c46f37cb-1e3a-49a0-9f22-1e0e0919d6fd,31/01/2024,Eletrônicos,65,Feminino,2111.76,2
6a1e08f4-43a8-460a-8518-fd1a00d58621,18/01/2024,Alimentos,32,Masculino,49.95,7
c0a05474-9fe6-4c6a-9318-9f49a9e37c6e,23/03/2024,Livros,25,Masculino,79.84,1
2bdea3bc-4ce9-4795-b8c9-c9bcd403b7d3,05/02/2024,Alimentos,31,Feminino,16.15,9
86af5e20-9314-4bc8-8510-cea9f243e4c9,23/02/2024,Eletrônicos,40,Feminino,3304.46,2
a03d7841-c761-45ad-8d94-4e29b6e66269,18/01/2024,Roupas,57,Masculino,242.55,2
d0b1f563-3aa8-4689-bfac-cec0ab5dc4ac,29/03/2024,Casa & Cozinha,38,Feminino,290.49,1
1b954149-d0d4-43ab-a896-10ad376b7b2e,06/05/2024,Alimentos,33,Feminino,32.85,3
f0304133-aa03-4bb6-be5c-172636378386,27/02/2024,Roupas,62,Feminino,20.36,4
fe445e38-d95f-4f68-88b2-b4ea5679e96c,10/03/2024,Livros,35,Feminino,107.63,1
179e79ba-3980-4a63-b14d-125bbd197bb1,21/01/2024,Livros,64,Feminino,55.11,1
b3e025d3-5837-4c43-9526-514893db7d56,05/05/2024,Livros,70,Masculino,64.8,2
d4a0ba97-df85-4c9c-9a63-d366f9da6d8c,13/03/2024,Roupas,41,Feminino,145.46,2
46d7f4fa-b452-4f48-97a7-d8a46349f355,25/01/2024,Alimentos,43,Masculino,46.72,4
6e447cc7-fde0-4ffc-8376-5dee7b1a8963,16/02/2024,Roupas,42,Feminino,216.09,4
211f28b4-98b6-45f1-85bc-523e91b0ae40,16/02/2024,Roupas,62,Masculino,281.69,2
07d78181-0c55-427b-9676-0151a5b965ee,08/03/2024,Casa & Cozinha,58,Masculino,1057.96,1
fc7a8917-e210-40df-a96f-42fdde9521cf,05/02/2024,Casa & Cozinha,46,Feminino,209.24,1
ee8531fe-17d6-4661-9cd0-397d59b1e865,22/04/2024,Alimentos,32,Masculino,16.95,7
b1596d59-15a2-4527-9c0b-db3fd4300b8a,12/05/2024,Casa & Cozinha,62,Feminino,1377.5,1
374fe501-d2b1-45e3-9ab0-7421fd63ea4b,23/04/2024,Livros,18,Masculino,130.47,2
e6692141-1923-492d-93e3-01ac5005c39a,13/04/2024,Casa & Cozinha,42,Masculino,1476.14,1
7dfea725-28e8-4be9-a542-3f7bdc370573,06/04/2024,Livros,24,Masculino,35.41,1
9b104ee5-b830-4121-8608-3fb5cf71e871,03/03/2024,Alimentos,26,Feminino,18.35,5
c147f7c5-57d4-486d-8183-a53e4ecbb6cb,31/03/2024,Roupas,41,Masculino,115.09,4
979aa003-c4a3-40e4-9bd5-63a1399303a1,26/02/2024,Roupas,18,Masculino,104.7,3
c73e4be1-17ff-4a9b-a70c-006274f22b8f,13/04/2024,Casa & Cozinha,61,Feminino,527.59,1
2c1e832e-bbeb-4e0d-bd47-7bb4816efb7a,26/04/2024,Livros,25,Masculino,91.48,1
261f8589-1b91-45cd-a9d1-00ef0ed27bc1,03/03/2024,Eletrônicos,41,Feminino,3390.34,2
af0b5361-0f2e-4c7f-b279-c6c9782ee082,10/05/2024,Eletrônicos,28,Masculino,1900.66,1
5a7569e7-db54-49f6-a129-7c3ffa478b38,27/03/2024,Eletrônicos,68,Feminino,858.65,2
d910dcda-8d93-45f1-9818-b1252896a85f,25/03/2024,Roupas,34,Feminino,215.47,4
9ca409c6-470b-49e8-91ee-9b70e7cf8048,13/03/2024,Roupas,25,Masculino,143.11,2
3082f951-02a0-4f8b-bd41-75a15293c23b,18/02/2024,Livros,52,Feminino,113.51,2
81719c32-ef5e-4827-bbac-e61ffc026424,10/02/2024,Casa & Cozinha,52,Feminino,792.02,1
372b8090-932f-47b7-a517-045f4896ad1c,26/01/2024,Eletrônicos,50,Feminino,4506.61,2
2a3e4285-5db6-44e0-a28c-30f1c382bb55,29/04/2024,Livros,22,Masculino,113.96,1
87ab34cd-e96a-4a1b-a5ce-635a6e1574b2,02/01/2024,Livros,59,Masculino,185.04,2
f206e881-d877-43b1-80ce-6a16da92329b,12/01/2024,Casa & Cozinha,56,Feminino,863.75,1
f173cccc-c30c-4ed7-a8c5-84ae7b3dd7f9,01/02/2024,Livros,58,Feminino,62.05,2
b0ea63aa-e964-4e47-b8d4-f5a7980456e4,25/04/2024,Casa & Cozinha,45,Masculino,662.08,1
4f91c71f-a5b1-4d89-bee1-92947c18729c,14/03/2024,Alimentos,24,Feminino,28.5,3
ccc513ad-d3c8-436b-9101-9e69f6fc6b31,29/02/2024,Casa & Cozinha,26,Masculino,888.99,1
34770c95-66a4-4bea-8e54-3be8f1c12e24,18/03/2024,Eletrônicos,25,Masculino,3593.02,1
c0110794-05db-41b0-9456-4196060530a1,04/02/2024,Eletrônicos,29,Feminino,1510.23,2
d2d07b48-b013-4c20-9e07-b14cb27713b3,16/01/2024,Casa & Cozinha,51,Feminino,1056.5,1
0cf639ed-9c25-4bc9-948a-83eaca821101,21/01/2024,Alimentos,50,Masculino,40.04,4
6ae91a13-982c-4339-9632-f421ac771ea8,27/01/2024,Alimentos,65,Masculino,35.45,9
4175538d-b199-40c5-a46e-7dfcc61ec94d,12/01/2024,Eletrônicos,40,Feminino,2668.23,1
d0f83984-d897-484a-9f2a-936004e35779,05/04/2024,Alimentos,41,Feminino,49.63,4
bd81bded-9c1c-4dd7-b87e-2925b8fd2169,17/02/2024,Livros,54,Masculino,83.94,1
54225392-741a-439f-a77b-f116fe582912,28/04/2024,Roupas,52,Feminino,40.91,1
a2540cd3-57fe-4320-869f-fef496db7e3a,25/03/2024,Livros,61,Masculino,165.19,1
71fe3257-04ed-4cb3-9304-79c26402d439,04/05/2024,Eletrônicos,57,Feminino,1454.91,2
fe00270e-cbf4-4ca2-aeb9-168cd7775fc2,21/02/2024,Alimentos,39,Feminino,37.1,9
b7d78f3c-03a0-4ec8-b751-7b165d664746,22/03/2024,Casa & Cozinha,44,Feminino,432.67,1
b368f6a7-cf78-41f8-b922-04833ce80470,03/04/2024,Roupas,52,Feminino,14.89,1
d9e80456-3a65-4e6f-9e01-2151d826056f,18/02/2024,Casa & Cozinha,18,Feminino,407.74,1
e72463dd-baac-429d-ac4a-4b5c87b3eb50,11/01/2024,Eletrônicos,52,Masculino,2196.45,1
a70f1761-c107-4f8e-b267-21259d8ba220,08/01/2024,Alimentos,54,Feminino,9.8,9
b3986ebe-6750-4ce1-aba0-c2e65afb8a8c,15/03/2024,Casa & Cozinha,64,Masculino,456.98,1
3b17c115-912e-433b-b8bb-818b792922ae,13/02/2024,Casa & Cozinha,31,Masculino,1194.01,1
84931f4d-bff2-4f2b-8544-e84ac442c094,26/03/2024,Roupas,20,Masculino,233.27,3
5fc77e16-7d4c-4774-98ae-290c8343aab0,16/03/2024,Roupas,18,Masculino,247.07,1
e71e697a-3d15-4e97-8e82-ceb815a6a701,22/02/2024,Alimentos,22,Masculino,42.85,1
2b45c502-740b-4a75-ab95-4898efdae33d,06/01/2024,Roupas,43,Masculino,131.93,4
5c05e539-cab9-4527-9ed7-5832d7666475,18/04/2024,Casa & Cozinha,31,Feminino,1327.81,1
fee1a691-8078-4d69-8bcf-45a92e38c317,26/01/2024,Casa & Cozinha,56,Masculino,883.72,1
566ffd8c-9498-482f-b4ae-bbd292f24ca1,11/01/2024,Eletrônicos,44,Feminino,2617.69,2
85e4e267-83ed-43be-b622-e1ed4cfe47bb,19/01/2024,Casa & Cozinha,26,Masculino,1134.1,1
a176c227-b167-4fa0-81e4-d98a61dea81a,18/02/2024,Alimentos,32,Feminino,14.62,6
279a448b-92d7-400c-a391-cdfdbb496122,13/04/2024,Livros,32,Feminino,158.95,1
8849dc1b-dd13-4538-b220-56cadf5bf9fb,02/01/2024,Eletrônicos,43,Feminino,2432.6,1
73b800f9-46e4-434d-99dd-4a72d47a69bd,19/01/2024,Eletrônicos,59,Masculino,1072.83,1
8622fd0e-53e8-4c7f-b945-21637c202407,13/05/2024,Alimentos,30,Masculino,10.37,1
f092c514-e6c2-40e9-83da-8cecd7a98626,03/02/2024,Alimentos,68,Feminino,12.42,8
8069adfb-fc19-42b3-80cf-8614aff684f7,13/01/2024,Roupas,49,Feminino,268.27,1
625cbb9a-61be-4ce0-9e2b-271b0d6060af,03/03/2024,Eletrônicos,56,Feminino,4959.22,1
cc8d178f-5925-4947-96bc-76ec95ac58b8,15/03/2024,Roupas,66,Feminino,113.52,2
f2a7509c-e408-4111-a6ea-f90eae9caf70,12/02/2024,Casa & Cozinha,69,Feminino,579.79,1
ffa050d0-20de-4d62-8328-acecd72119cb,23/03/2024,Eletrônicos,49,Masculino,1484.47,2
31953ef9-e2ec-4da8-ae60-0da3ed7a0b19,29/04/2024,Eletrônicos,21,Feminino,4207.17,1
49a25c4d-1320-43c2-abc6-dff249229d58,05/02/2024,Livros,47,Feminino,45.8,1
5f7d6352-b539-4522-b9d6-17d789e05daa,27/02/2024,Eletrônicos,54,Masculino,4658.41,1
f6940b3e-667e-48f0-b5f6-982ffd03edaa,12/02/2024,Casa & Cozinha,40,Masculino,1067.56,1
25724299-d49f-484d-8478-21d252fb8016,11/03/2024,Roupas,56,Feminino,270.17,1
3e07b78a-88c3-4bce-b06b-5074f5b24f91,22/01/2024,Roupas,62,Masculino,170.66,3
455db985-ac5d-4975-8bba-8ea04b239d32,06/03/2024,Livros,32,Masculino,139.68,2
78966bc1-8f5a-4c4a-b5cf-949e379f6162,08/02/2024,Casa & Cozinha,60,Masculino,1005.3,1
a3dfe56e-7c28-4b03-8df8-cb198c94d0cf,23/04/2024,Roupas,46,Masculino,251.05,4
6e082db3-b13e-4908-9e63-a9c21a766e4a,22/01/2024,Alimentos,53,Masculino,42.61,9
18c82308-4fe4-414e-85c2-899b2be460aa,01/03/2024,Casa & Cozinha,30,Feminino,966.73,1
bb4b24c5-0bf1-42ec-880a-1e752ccfd314,14/01/2024,Casa & Cozinha,49,Masculino,1022.26,1
27f4ded5-db8f-4b3a-b78a-5b529d8f0b2a,29/04/2024,Livros,24,Masculino,184.77,1
4b315ec5-d9ec-4807-b83e-0c66fb20380d,16/02/2024,Roupas,68,Feminino,279.66,4
6117ade4-569d-4579-ad22-1eb7e6dc4166,10/02/2024,Casa & Cozinha,39,Masculino,1063.52,1
8254756f-2bcb-4fd5-a99b-a326eb3412d9,30/03/2024,Roupas,45,Masculino,12.25,4
38536484-6e34-47cc-b1b6-b550bbec53d1,11/01/2024,Alimentos,19,Feminino,9.7,5
20d8d994-0371-446a-bb38-b58f11d69eab,22/01/2024,Livros,59,Feminino,172.3,1
c1de9b26-090a-46fb-becf-0e8f38b3e87e,19/03/2024,Alimentos,62,Feminino,8.81,2
9b4578cb-5409-4d06-99ef-8302946671cf,01/05/2024,Livros,70,Masculino,46.64,2
c0ccac31-95e2-450d-8d3b-76c6f290a7fc,18/03/2024,Casa & Cozinha,23,Feminino,499.71,1
075421b7-7fa2-4578-9e56-58f4f00e5e87,01/02/2024,Livros,45,Feminino,122.05,2
8663feab-4463-4d72-bb63-88e267daa340,19/04/2024,Eletrônicos,45,Masculino,3094.85,2
4f919b63-4e3f-4d5e-9a41-a92b2b238022,10/02/2024,Roupas,61,Feminino,93.93,1
d8f0dbd3-2666-4403-97ad-35d27c89052b,07/02/2024,Roupas,61,Masculino,70.21,4
4baba49b-ac0d-4aa9-97fd-820bceaed346,31/03/2024,Eletrônicos,37,Masculino,3940.39,1
b1e6a88a-a9f0-4c62-b064-9334c1de7d83,26/03/2024,Alimentos,47,Feminino,47.1,1
2502aa24-9e1f-4d99-aa59-30131c21db61,31/03/2024,Eletrônicos,28,Feminino,737.63,1
54657773-a6c3-4710-b345-a1ff99f52b54,16/04/2024,Casa & Cozinha,45,Feminino,373.13,1
44738732-adc2-46d0-bfa8-6dcceaf56a37,23/03/2024,Casa & Cozinha,42,Masculino,1034.81,1
4f1e3358-df06-47f7-9e25-f9b6c7cf535e,26/03/2024,Roupas,56,Feminino,243.29,1
b4188c8a-0603-49ac-b912-44e8cf4f3b40,12/03/2024,Casa & Cozinha,50,Feminino,1228.55,1
a338d864-7a14-44a2-9f5d-b7ae3cfa8d35,15/04/2024,Roupas,18,Masculino,218.71,2
a09936bd-7bdc-49d6-8df1-b0483fbd5928,13/03/2024,Eletrônicos,44,Masculino,4493.43,2
dff8f482-0dd4-4504-a415-41aef0475543,06/05/2024,Eletrônicos,69,Masculino,1478.07,1
efca1452-377c-46d3-b8fa-2524627e3621,21/01/2024,Eletrônicos,30,Masculino,982.81,2
d89c45cb-d512-48cf-a2b0-38fd90956334,12/03/2024,Roupas,58,Masculino,188.46,2
c5d2fbb7-784a-4b66-9144-deaf6a2babd7,23/04/2024,Eletrônicos,20,Masculino,4200.24,2
be120113-45e6-492d-8d2f-ba8a34b882e4,25/03/2024,Eletrônicos,56,Feminino,3119.2,1
521c2f48-f2b3-48f5-9d06-a387d261642d,28/02/2024,Alimentos,23,Feminino,48.33,9
4412ee7c-f590-4c78-b6b6-c03c23e61185,05/02/2024,Eletrônicos,25,Feminino,4080.04,1
e5536395-f912-4f24-aaa7-f3922d6aa7f3,15/03/2024,Casa & Cozinha,44,Feminino,1111.03,1
f529958b-b8e1-4bb8-8d8c-f72c7e4c0af3,24/01/2024,Roupas,26,Feminino,27.47,4
e2fdf82d-b19d-46b3-84cd-b94535142d36,13/02/2024,Alimentos,54,Masculino,9.85,6
f6516550-0d1f-4084-9eef-f093ed6877f2,28/04/2024,Livros,50,Feminino,158.04,2
096166a6-4076-403a-bd0b-b9984543b42e,28/03/2024,Roupas,68,Masculino,67.49,4
00f21e12-a3ee-4d0b-9562-9465d5a38c9f,16/01/2024,Casa & Cozinha,59,Masculino,237.49,1
c4563413-553c-48e5-93e1-3ec49bb49403,24/02/2024,Roupas,61,Feminino,274.12,1
503e3979-83c3-4ffc-8996-f4def7bb0035,21/03/2024,Casa & Cozinha,41,Feminino,1358.05,1
9470585d-53ec-48fe-bfb6-d1be5a423db0,12/04/2024,Casa & Cozinha,32,Masculino,484.03,1
5feee0d4-636e-4949-bb87-de757a2ccaea,01/04/2024,Livros,49,Masculino,157.14,2
04b3d272-baf2-424b-a01d-3a49a4a4f138,16/04/2024,Roupas,49,Masculino,23.91,2
111ee957-b336-4a58-961b-9e468cf0a980,28/02/2024,Livros,41,Feminino,60.59,2
e3c794ef-e6dc-4866-bab8-d11f45e8871b,06/02/2024,Livros,58,Feminino,126.62,1
88869901-c8ad-45ef-a95a-4ad804c4feeb,30/01/2024,Roupas,69,Masculino,231.32,2
59d2021b-2f46-45a8-bed7-0d9bdb7b872f,31/01/2024,Eletrônicos,66,Masculino,546.8,2
b6373f53-7e6e-46e0-b6f1-eddbd8c46f2c,16/02/2024,Eletrônicos,66,Feminino,1967.94,1
85ae2d51-7da3-419e-a301-fa86d2fc7a0c,25/04/2024,Livros,69,Masculino,46.8,1
b3e30964-5fa9-43c7-b643-69a7ebd72e47,10/02/2024,Alimentos,29,Masculino,49.95,4
4800404d-0910-4268-aeb5-61e61fddbcd2,05/01/2024,Livros,56,Feminino,135.84,2
8a06fe7c-edd6-46b5-aa5b-2802bfb92bdc,22/02/2024,Livros,19,Feminino,84.11,2
abff0088-d5b1-4121-9d16-40bbb03f59ca,04/05/2024,Livros,20,Masculino,19.75,1
43b03089-520a-426d-8ee1-637e758bfe2f,28/01/2024,Eletrônicos,66,Feminino,3194.02,2
d12547b4-956d-4792-80cb-8bb41f3f8537,19/04/2024,Eletrônicos,54,Masculino,3387.66,2
3b176bb2-69eb-479f-9061-34b82c49c720,31/03/2024,Eletrônicos,66,Masculino,4173.83,2
76d7946e-23bc-4417-a328-3a642f7dccdf,08/05/2024,Livros,34,Masculino,61.27,2
723cd1ee-5eff-4c61-abb0-43005c916200,07/04/2024,Alimentos,66,Feminino,49.16,7
0110deb8-a9aa-4ec8-bf4f-9462eb913a3d,22/02/2024,Eletrônicos,19,Masculino,2477.6,2
537e49ca-1681-4ac5-bec5-b74c36fe2b1d,04/05/2024,Roupas,19,Feminino,95.82,3
52f8802b-b961-4081-ac48-912d639d3ac8,21/03/2024,Roupas,45,Masculino,111.05,1
1c870048-9e76-4533-81ce-466b960c6e79,11/05/2024,Roupas,40,Masculino,160.68,3
8dfeae29-8493-4e7c-ac2c-537bcfcb7d57,27/04/2024,Casa & Cozinha,54,Masculino,1417.71,1
0fd7a8eb-3256-461e-9b70-e280ea44db04,12/01/2024,Livros,49,Feminino,148.36,2
ea58d60a-e5f8-4f99-959b-33037bacce10,14/02/2024,Roupas,50,Feminino,177.36,1
f96b3e95-6766-4e93-96d2-713d001479e9,02/04/2024,Livros,18,Feminino,36.75,1
3db648f8-ee55-47ac-ac53-64730ea55ff6,01/03/2024,Roupas,36,Feminino,53.31,1
d823d692-5d09-49e8-8b4a-94ef1dc3046e,17/04/2024,Alimentos,19,Feminino,27.6,2
00cbb71f-f381-47cc-bcdf-5e4b4e6b9f5c,27/01/2024,Livros,70,Masculino,147.1,2
ecc28ca3-dfd6-46bb-a000-644e1b7bd3f8,23/03/2024,Roupas,61,Masculino,227.79,2
70691051-9259-41e9-b6c2-9f1ca56f549e,23/04/2024,Eletrônicos,43,Feminino,1516.61,1
94d62188-83d6-41d5-bdba-6ec593073995,21/03/2024,Livros,49,Masculino,24.52,1
c1b656fa-f356-4514-aa58-6bdd8684fc84,13/02/2024,Casa & Cozinha,23,Masculino,699.8,1
1f3fadfe-1adf-4f59-b802-51e5760c9f33,05/01/2024,Eletrônicos,49,Feminino,4631.78,1
98ccedea-b7b1-4a40-8c0c-a8066364b7ec,08/02/2024,Eletrônicos,21,Masculino,2954.15,2
8f049953-1a8f-481a-a9c0-a478604e853c,22/03/2024,Casa & Cozinha,28,Masculino,616.13,1
2e254a9a-0c25-4a0d-90fc-ad17f2e90e90,17/04/2024,Eletrônicos,34,Feminino,1956.37,2
46c62661-1546-4a63-aeb5-07e3582c8b24,18/01/2024,Eletrônicos,55,Feminino,1094.39,1
c1b88cfe-ef9e-442e-8fe3-733028d97376,04/02/2024,Roupas,41,Feminino,147.23,2
73fe9c66-f392-4e0f-a100-e10bc962c712,21/01/2024,Roupas,22,Feminino,239.5,1
4fd1dc6c-8dd8-40be-88d5-a950a4b73644,19/01/2024,Livros,69,Masculino,193.87,1
61b9f77c-63f2-4ade-adb5-f5ebe4bc1aba,09/01/2024,Livros,51,Feminino,102.81,2
057cbc54-ff21-44c7-9d30-35432f977028,21/04/2024,Livros,23,Masculino,37.61,1
